prov,zs,pop,debutsem,c011mois,d011mois,c1259mois,d1259mois,c5ansp,d5ansp,Annee
SUD-KIVU,FIZI,193955.0,2020-12-14,0.0,0.0,0.0,0.0,18.0,0.0,2020
SUD-KIVU,UVIRA,193955.0,2020-12-14,0.0,0.0,0.0,0.0,4.0,0.0,2020
SUD-KIVU,BAGIRA-KASHA,193955.0,2020-12-14,0.0,0.0,0.0,0.0,1.0,0.0,2020
SUD-KIVU,RUZIZI,193955.0,2020-12-14,0.0,0.0,0.0,0.0,1.0,0.0,2020
SUD-KIVU,IBANDA,193955.0,2020-12-14,0.0,0.0,1.0,0.0,3.0,0.0,2020
SUD-KIVU,KATANA,193955.0,2020-12-14,0.0,0.0,2.0,0.0,13.0,0.0,2020
SUD-KIVU,MITI-MURHESA,193955.0,2020-12-14,0.0,0.0,11.0,0.0,29.0,0.0,2020
SUD-KIVU,KABARE,193955.0,2020-12-14,0.0,0.0,0.0,0.0,2.0,0.0,2020
KASAI-ORIENTAL,DIBINDI,193955.0,2020-12-14,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,GOMA,193955.0,2020-12-14,0.0,0.0,5.0,0.0,6.0,0.0,2020
NORD-KIVU,KARISIMBI,193955.0,2020-12-14,0.0,0.0,1.0,0.0,1.0,0.0,2020
NORD-KIVU,KIBUA,193955.0,2020-12-14,0.0,0.0,0.0,0.0,2.0,0.0,2020
NORD-KIVU,KIROTSHE,193955.0,2020-12-14,0.0,0.0,13.0,0.0,4.0,0.0,2020
NORD-KIVU,NYIRAGONGO,193955.0,2020-12-14,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,RUTSHURU,193955.0,2020-12-14,0.0,0.0,0.0,0.0,1.0,0.0,2020
HAUT-KATANGA,MUFUNGA-SAMPWE,193955.0,2020-12-21,0.0,0.0,2.0,0.0,7.0,0.0,2020
HAUT-KATANGA,LUKAFU,193955.0,2020-12-21,0.0,0.0,0.0,0.0,1.0,0.0,2020
KASAI,MUSHENGE,193955.0,2020-12-21,0.0,0.0,3.0,1.0,6.0,1.0,2020
LOMAMI,KALAMBAYI KABAN,193955.0,2020-12-30,0.0,0.0,1.0,0.0,11.0,0.0,2020
TANGANYIKA,KALEMIE,193955.0,2020-12-21,0.0,0.0,1.0,0.0,9.0,0.0,2020
TANGANYIKA,KANSIMBA,193955.0,2020-12-21,0.0,0.0,0.0,0.0,2.0,0.0,2020
SUD-KIVU,FIZI,193955.0,2020-12-21,0.0,0.0,0.4,0.0,2.3,0.0,2020
SUD-KIVU,UVIRA,193955.0,2020-12-21,0.0,0.0,0.8,0.0,2.6,0.0,2020
SUD-KIVU,MINOVA,193955.0,2020-12-21,0.0,0.0,1.2000000000000002,0.0,2.9,0.0,2020
SUD-KIVU,IDJWI,193955.0,2020-12-21,0.0,0.0,1.6,0.0,3.2,0.0,2020
SUD-KIVU,KATANA,193955.0,2020-12-21,0.0,0.0,2.0,0.0,3.5,0.0,2020
SUD-KIVU,MITI-MURHESA,193955.0,2020-12-21,0.0,0.0,2.4000000000000004,0.0,3.8,0.0,2020
SUD-KIVU,RUZIZI,193955.0,2020-12-21,0.0,0.0,2.8000000000000003,0.0,4.1,0.0,2020
SUD-KIVU,KABARE,193955.0,2020-12-21,0.0,0.0,3.2,0.0,4.4,0.0,2020
SUD-KIVU,KALEHE,193955.0,2020-12-21,0.0,0.0,3.6,0.0,4.699999999999999,0.0,2020
NORD-KIVU,GOMA,162718.0,2020-12-21,0.0,0.0,4.0,0.0,5.0,0.0,2020
NORD-KIVU,KARISIMBI,470999.0,2020-12-21,0.0,0.0,6.0,0.0,2.0,0.0,2020
NORD-KIVU,NYIRAGONGO,63637.0,2020-12-21,0.0,0.0,0.0,0.0,1.0,0.0,2020
TANGANYIKA,KALEMIE,131782.0,2020-12-28,0.0,0.0,1.0,0.0,7.0,0.0,2020
TANGANYIKA,NYEMBA,130000.0,2020-12-28,0.0,0.0,9.0,0.0,13.0,0.0,2020
KASAI,MUSHENGE,103675.0,2020-12-28,0.0,0.0,4.0,0.0,9.0,1.0,2020
NORD-KIVU,KARISIMBI,470999.0,2020-12-28,0.0,0.0,9.0,0.0,8.0,0.0,2020
NORD-KIVU,NYIRAGONGO,63637.0,2020-12-28,0.0,0.0,0.0,0.0,1.0,0.0,2020
NORD-KIVU,GOMA,162718.0,2020-12-28,0.0,0.0,4.0,0.0,4.0,0.0,2020
LOMAMI,KALAMBAYI KABAN,193955.0,2020-12-28,0.0,0.0,3.6923076923076925,0.0,3.769230769230769,0.0,2020
LOMAMI,MULUMBA,193955.0,2020-12-28,0.0,0.0,3.3846153846153846,0.0,3.5384615384615383,0.0,2020
HAUT-KATANGA,LUBUMBASHI,193955.0,2020-12-28,0.0,0.0,3.0769230769230766,0.0,3.3076923076923075,0.0,2020
HAUT-KATANGA,LUKAFU,193955.0,2020-12-28,0.0,0.0,2.769230769230769,0.0,3.0769230769230766,0.0,2020
HAUT-KATANGA,MUFUNGA-SAMPWE,193955.0,2020-12-28,0.0,0.0,2.4615384615384617,0.0,2.846153846153846,0.0,2020
SUD-KIVU,FIZI,193955.0,2020-12-28,0.0,0.0,2.1538461538461537,0.0,2.6153846153846154,0.0,2020
SUD-KIVU,MITI-MURHESA,193955.0,2020-12-28,0.0,0.0,1.8461538461538458,0.0,2.3846153846153846,0.0,2020
SUD-KIVU,IDJWI,193955.0,2020-12-28,0.0,0.0,1.5384615384615383,0.0,2.1538461538461537,0.0,2020
SUD-KIVU,KATANA,193955.0,2020-12-28,0.0,0.0,1.2307692307692308,0.0,1.923076923076923,0.0,2020
SUD-KIVU,UVIRA,193955.0,2020-12-28,0.0,0.0,0.9230769230769229,0.0,1.692307692307692,0.0,2020
SUD-KIVU,NUNDU,193955.0,2020-12-28,0.0,0.0,0.615384615384615,0.0,1.4615384615384612,0.0,2020
SUD-KIVU,RUZIZI,193955.0,2020-12-28,0.0,0.0,0.3076923076923075,0.0,1.2307692307692308,0.0,2020
EQUATEUR,MAMPOKO,136568.0,2022-10-01,0.0,0.0,0.0,0.0,1.0,0.0,2022
EQUATEUR,LILANGA-BOBANGI,100884.0,2022-02-14,0.0,0.0,0.0,0.0,0.0,0.0,2022
EQUATEUR,MAMPOKO,136568.0,2022-02-14,0.0,0.0,0.0,0.0,2.0,0.0,2022
EQUATEUR,MAMPOKO,136568.0,2022-02-21,0.0,0.0,1.0,0.0,0.0,0.0,2022
EQUATEUR,LILANGA-BOBANGI,100884.0,2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,2022
EQUATEUR,LILANGA-BOBANGI,100884.0,2022-02-05,0.0,0.0,0.0,0.0,0.0,0.0,2022
EQUATEUR,LILANGA-BOBANGI,100884.0,2022-05-16,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-KATANGA,KILWA,200232.0,2022-03-21,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-KATANGA,KILWA,200232.0,2022-02-21,0.0,0.0,2.0,0.0,3.0,0.0,2022
HAUT-KATANGA,KASHOBWE,9.0,2022-02-21,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-KATANGA,KASHOBWE,9.0,2022-07-03,0.0,0.0,1.0,0.0,13.0,0.0,2022
HAUT-KATANGA,KASHOBWE,9.0,2022-07-03,2.0,0.0,1.0,0.0,4.0,0.0,2022
HAUT-KATANGA,KILWA,200232.0,2022-07-03,0.0,0.0,15.0,0.0,20.0,0.0,2022
HAUT-KATANGA,KILWA,200232.0,2022-07-03,0.0,0.0,6.0,0.0,15.0,0.0,2022
HAUT-KATANGA,KILWA,200232.0,2022-03-14,0.0,0.0,1.0,0.0,3.0,0.0,2022
HAUT-KATANGA,KASHOBWE,9.0,2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,MUFUNGA-SAMPWE,135583.0,2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,KILWA,200232.0,2022-03-28,0.0,0.0,4.0,0.0,2.0,0.0,2022
HAUT-KATANGA,KAMALONDO,49574.0,2022-04-11,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,KILWA,200232.0,2022-04-04,0.0,0.0,5.0,0.0,9.0,0.0,2022
HAUT-KATANGA,KILWA,200232.0,2022-04-11,0.0,0.0,0.0,0.0,3.0,0.0,2022
HAUT-KATANGA,KILWA,200232.0,2022-04-18,0.0,0.0,0.0,0.0,2.0,0.0,2022
HAUT-KATANGA,KAMPEMBA,238177.0,2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,MUMBUNDA,103865.0,2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,LUBUMBASHI,131274.0,2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,KILWA,200232.0,2022-04-25,0.0,0.0,1.0,0.0,4.0,0.0,2022
HAUT-KATANGA,KAFUBU,76060.0,2022-08-29,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,RWASHI,159294.0,2022-09-26,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,RWASHI,159294.0,2022-03-10,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,LIKASI,77575.0,2022-10-10,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,KIKULA,107256.0,2022-10-17,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,LIKASI,77575.0,2022-10-17,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-KATANGA,LIKASI,77575.0,2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,MUFUNGA-SAMPWE,135583.0,2022-10-24,0.0,0.0,3.0,0.0,2.0,0.0,2022
HAUT-KATANGA,KIKULA,107256.0,2022-10-24,0.0,0.0,1.0,0.0,5.0,0.0,2022
HAUT-KATANGA,PANDA,51598.0,2022-10-24,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,KAMBOVE,76844.0,2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,LIKASI,77575.0,2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,KIKULA,107256.0,2022-10-31,0.0,0.0,0.0,0.0,3.0,0.0,2022
HAUT-KATANGA,MUFUNGA-SAMPWE,135583.0,2022-10-31,1.0,0.0,9.0,0.0,3.0,0.0,2022
HAUT-KATANGA,KATUBA,179154.0,2022-10-31,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,MUFUNGA-SAMPWE,135583.0,2022-07-11,1.0,0.0,2.0,0.0,3.0,0.0,2022
HAUT-KATANGA,KIKULA,107256.0,2022-07-11,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-KATANGA,VANGU,81730.0,2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,LUBUMBASHI,131274.0,2022-11-14,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,LIKASI,77575.0,2022-11-14,0.0,0.0,0.0,0.0,11.0,0.0,2022
HAUT-KATANGA,KIKULA,107256.0,2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,LIKASI,77575.0,2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,MUFUNGA-SAMPWE,135583.0,2022-11-14,0.0,0.0,1.0,0.0,1.0,0.0,2022
HAUT-KATANGA,KIKULA,107256.0,2022-11-14,0.0,0.0,3.0,0.0,2.0,0.0,2022
HAUT-KATANGA,MUFUNGA-SAMPWE,135583.0,2022-11-21,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,MUFUNGA-SAMPWE,135583.0,2022-11-28,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,KIKULA,107256.0,2022-05-12,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,MUFUNGA-SAMPWE,135583.0,2022-05-12,0.0,0.0,2.0,0.0,0.0,0.0,2022
HAUT-KATANGA,MUFUNGA-SAMPWE,135583.0,2022-12-12,0.0,0.0,3.0,0.0,0.0,0.0,2022
HAUT-KATANGA,MUFUNGA-SAMPWE,135583.0,2022-12-19,0.0,0.0,1.0,0.0,0.0,0.0,2022
HAUT-KATANGA,KIKULA,107256.0,2022-12-19,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-KATANGA,LUKAFU,101991.0,2022-12-19,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-KATANGA,KAMBOVE,76844.0,2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,MUFUNGA-SAMPWE,135583.0,2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-KATANGA,KIKULA,107256.0,2022-12-26,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-KATANGA,LUKAFU,101991.0,2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-03-28,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-03-28,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-03-28,0.0,0.0,9.0,0.0,5.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-03-01,0.0,0.0,6.0,0.0,7.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-03-01,0.0,0.0,8.0,0.0,12.0,0.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-03-01,0.0,0.0,3.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-03-01,0.0,0.0,3.0,1.0,4.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-01-31,0.0,0.0,7.0,0.0,6.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-01-31,2.0,0.0,3.0,0.0,2.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-07-02,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-07-02,0.0,0.0,9.0,0.0,8.0,1.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-07-02,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-03-21,2.0,0.0,1.0,0.0,2.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-03-21,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-03-21,0.0,0.0,2.0,0.0,4.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-03-21,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-09-05,0.0,0.0,8.0,0.0,6.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-05-16,0.0,0.0,1.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-06-20,1.0,0.0,6.0,0.0,6.0,0.0,2022
HAUT-LOMAMI,MALEMBA-NKULU,198921.0,2022-06-27,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-06-27,1.0,0.0,6.0,0.0,6.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-07-25,0.0,0.0,0.0,0.0,5.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-01-08,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-01-08,0.0,0.0,2.0,0.0,4.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-05-09,1.0,0.0,1.0,0.0,3.0,0.0,2022
HAUT-LOMAMI,MALEMBA-NKULU,198921.0,2022-05-09,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-05-09,0.0,0.0,0.0,0.0,3.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-12-09,0.0,0.0,4.0,0.0,2.0,0.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-12-09,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,LWAMBA,100863.0,2022-03-01,0.0,0.0,1.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MALEMBA-NKULU,198921.0,2022-03-01,0.0,0.0,2.0,0.0,8.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-10-01,0.0,0.0,7.0,0.0,7.0,0.0,2022
HAUT-LOMAMI,MALEMBA-NKULU,198921.0,2022-10-01,0.0,0.0,3.0,0.0,6.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-10-01,9.0,0.0,9.0,0.0,32.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-01-17,0.0,0.0,4.0,0.0,3.0,0.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-01-17,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-01-17,0.0,0.0,1.0,0.0,3.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-01-17,6.0,0.0,11.0,0.0,5.0,0.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-01-24,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-03-01,9.0,0.0,8.0,0.0,32.0,0.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-10-01,0.0,0.0,6.0,0.0,2.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-10-01,0.0,0.0,1.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,LWAMBA,100863.0,2022-10-01,0.0,0.0,4.0,1.0,0.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-10-01,9.0,0.0,9.0,0.0,32.0,0.0,2022
HAUT-LOMAMI,LWAMBA,100863.0,2022-01-17,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,MALEMBA-NKULU,198921.0,2022-01-17,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-01-17,0.0,0.0,6.0,2.0,6.0,2.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-01-24,0.0,0.0,2.0,0.0,4.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-01-24,0.0,0.0,3.0,0.0,2.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-01-24,0.0,0.0,4.0,1.0,4.0,2.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-01-24,0.0,0.0,1.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-01-24,3.0,0.0,7.0,0.0,8.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-01-31,0.0,0.0,1.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-01-31,0.0,0.0,3.0,0.0,4.0,0.0,2022
HAUT-LOMAMI,MALEMBA-NKULU,198921.0,2022-01-31,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MALEMBA-NKULU,198921.0,2022-01-24,0.0,0.0,1.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-01-24,0.0,0.0,5.0,0.0,4.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-04-04,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-04-04,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-04-04,0.0,0.0,1.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-04-04,0.0,0.0,0.0,0.0,2.0,0.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-01-31,0.0,0.0,2.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-01-31,0.0,0.0,1.0,0.0,3.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-07-02,0.0,0.0,5.0,0.0,5.0,1.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-07-02,0.0,0.0,1.0,0.0,9.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-07-02,2.0,0.0,3.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MALEMBA-NKULU,198921.0,2022-07-02,0.0,0.0,1.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MALEMBA-NKULU,198921.0,2022-07-02,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-07-02,0.0,0.0,1.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-07-02,0.0,0.0,4.0,0.0,4.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-02-28,0.0,0.0,1.0,0.0,2.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-07-02,0.0,0.0,2.0,0.0,6.0,0.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-07-02,0.0,0.0,0.0,0.0,7.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-07-02,0.0,0.0,2.0,0.0,1.0,1.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-07-02,0.0,0.0,0.0,0.0,2.0,1.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-07-02,0.0,0.0,1.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-07-02,0.0,0.0,1.0,0.0,3.0,0.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-07-02,0.0,0.0,1.0,0.0,3.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-07-02,0.0,0.0,2.0,0.0,4.0,1.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-07-02,0.0,0.0,2.0,0.0,8.0,1.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-02-28,0.0,0.0,0.0,0.0,2.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MALEMBA-NKULU,198921.0,2022-02-28,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-02-28,0.0,0.0,3.0,0.0,5.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-07-03,2.0,0.0,3.0,0.0,2.0,0.0,2022
HAUT-LOMAMI,MALEMBA-NKULU,198921.0,2022-07-03,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-03-14,0.0,0.0,1.0,0.0,2.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-02-28,0.0,0.0,2.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-07-03,0.0,0.0,2.0,0.0,3.0,0.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-07-03,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-07-03,0.0,0.0,1.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-07-03,0.0,0.0,1.0,0.0,4.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-07-03,0.0,0.0,2.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-03-14,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-03-14,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-03-14,0.0,0.0,1.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-03-14,0.0,0.0,3.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-03-14,1.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-11-04,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-11-04,0.0,0.0,7.0,0.0,8.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-11-04,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-04-18,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-04-18,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-04-18,0.0,0.0,1.0,1.0,3.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-04-25,0.0,0.0,1.0,0.0,4.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-04-25,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-04-25,0.0,0.0,0.0,0.0,3.0,0.0,2022
HAUT-LOMAMI,KABONDO-DIANDA,186372.0,2022-03-05,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-09-05,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,BUTUMBA,138648.0,2022-09-05,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-04-25,0.0,0.0,6.0,0.0,10.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-03-05,0.0,0.0,0.0,0.0,2.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-03-05,0.0,0.0,2.0,0.0,8.0,0.0,2022
HAUT-LOMAMI,MULONGO,191198.0,2022-03-05,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,MALEMBA-NKULU,198921.0,2022-05-16,0.0,0.0,0.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,BUKAMA,245780.0,2022-05-23,0.0,0.0,1.0,0.0,0.0,0.0,2022
HAUT-LOMAMI,KINKONDJA,242153.0,2022-05-30,0.0,0.0,0.0,0.0,1.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-05-16,0.0,0.0,3.0,0.0,3.0,0.0,2022
HAUT-LOMAMI,MUKANGA,224231.0,2022-05-23,0.0,0.0,5.0,0.0,10.0,0.0,2022
